,タイトル,タイトルリンク,typography-hy,point,w-100,口コミ投稿日,text-center,report,report1,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
473,女性/ アカウントパートナー/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4513158/,福利厚生・オフィス環境,4.6,福利厚生:最近オフィスが新しくなった。持株やウェルネス、交通費、社会保険などオフィス環境:環境は素晴らしい。持株、ウェルネス、会議室、丸の内のオフィス、駅直結。スナックやドリンクは無料。,2022年06月12日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7308854&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7308854/,112.0,112.0,87.0
474,女性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3673358/,女性の働きやすさ,3.8,女性の働きやすさ:部門によると思います。営業などでも子育てをしている女性はいるが、仕事と家庭のバランスを取りたいという気持ちが強い人は辛くなってしまうと思う。お客様相手かつシステムを扱うため、突発的なトラブルやシステム障害が発生すると対応に追われる。,2021年10月30日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6376572&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6376572/,113.0,113.0,88.0
475,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2445431/,事業展望・強み・弱み,5.0,事業の強み:統合CRMを実現するマルチプロダクト事業の弱み:CRMに特化のため、他の領域も含めた要件対応弱い事業展望:まだ成長する,2022年01月10日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6609569&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6609569/,114.0,114.0,89.0
476,男性/ AE/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2832680/,働き方（勤務時間・休日休暇・制度）,5.0,勤務時間・休日休暇:今はフルリモートなのでやるもやらないも自分次第です。多様な働き方支援:コアバリューの一つが「平等」だけあり、国籍、性別、なにも関係なく1人の人間として評価してくれます。,2021年09月13日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6210420&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6210420/,115.0,115.0,90.0
477,女性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 非正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2635352/,働き方（勤務時間・休日休暇・制度）,,勤務時間・休日休暇：個々の派遣社員の能力やキャパシティを把握していない部署に配属になると、明らかに時間が足りない段階で「明日の朝までにお願い」のような無茶な依頼をされるため長時間の残業が必要になる場合があります。社員はテレワークが可能なためパソコンを持って帰って作業できることを想定しているようですが、派遣社員は会社にいなければ業務ができないという点を理解していない方が多いようです。また派遣社員が残業していて期限内に終わらない旨を相談しても社員は容赦なく「それは私の仕事ではありませんので」と言って手伝う様子もなく帰りますので、遠慮がちな派遣社員は働きずらそうにしています。,2019年11月19日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4890278&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4890278/,116.0,116.0,91.0
478,女性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 非正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2635352/,働き方（勤務時間・休日休暇・制度）,,勤務時間・休日休暇：勤務時間はごく一般的な9時～18時の1時間休憩で8時間勤務です。業務が立て込んでいなければ基本的には定時で退勤できます。また昼休みも自由な時間に行くことができるため混雑を避けたければ11:30や13:00など、ずらしていくことも可能です。日本本社オフィスがある丸の内エリアは特に昼時混み合いますのでその点はとてもありがたいです。社員の方々はフレックス勤務のため、派遣社員も相応の理由があり相談すれば勤務時間をずらしてもらうことも可能です。以前「通院のため17時に会社を出たいので1時間早い8時に出勤したい」と申し出た際も承認してもらえました。,2019年11月19日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4890277&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4890277/,117.0,117.0,92.0
479,女性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 非正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2635352/,働き方（勤務時間・休日休暇・制度）,,勤務時間・休日休暇：【有給休暇の取得】有給休暇は取得が推奨されている企業文化なのでかなり取得しやすいです。社員は午前・午後と分けて取得することもできるようで、午後は有給を取って空港へ行きそのまま旅行、など取り方も自由にしている人をよく見ます。また子どもの送り迎えや通院程度でしたらフレックス勤務やリモートワークにして時間調整できるので、わざわざ有給休暇を減らすこともなく対応できて「逆に有給の使いどころに困っている」という贅沢な方もいました。派遣社員も連続で1週間程有給休暇申請をしても特に理由などは聞かれず確実に取得ができます。,2019年11月19日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4890308&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4890308/,118.0,118.0,93.0
480,女性/ SalesStrategyAccosiate/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 契約社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3211143/,働き方（勤務時間・休日休暇・制度）,2.8,勤務時間・休日休暇:社員ひとりひとりにかなりの裁量があり、生活とのバランスはとりやすいと思う。そのため、深夜などにメールが飛び交ったりしていて、健康に良いのかは疑問。多様な働き方支援:リモートワークが基本。新社屋には全社員分の席はないので、出社のために席を予約する必要がある。副業なども既定の中では可能であり、実際にやっている人もいる。,2022年02月21日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6829761&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6829761/,119.0,119.0,94.0
481,女性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 非正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2635352/,働き方（勤務時間・休日休暇・制度）,,勤務時間・休日休暇：【長期休暇の取得】社員は有給休暇の付与日数が法定よりも多い上に休暇をとても取りやすいため、派遣社員にも取得を進めてきます。こちらは法定の10日程度しかないため有給は滅多に取らないと説明しているのですが「リフレッシュしたほうがいい！」「行きたいところないの？」など、休暇を取ることをやや押してくる人がいます。社員のように1週間も休暇を取得できたとして、もし有給を使わない場合7～8万円近く給与が減るので休みたくても休めないということをご理解いただきたいです。,2019年11月19日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4890298&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4890298/,120.0,120.0,95.0
482,女性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 非正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2635352/,事業展望・強み・弱み,,仕事内容：【個人の裁量】マネジメント能力がない上司をつけられてしまうとあれこれ指示されてまるで監視されるているように仕事を進めることになります。また派遣社員と一緒に働くことがどういうことか理解していない社員が多く、入社から半年近く何も指示を受けていないので暇すぎて辞めていく派遣社員が多いです。その反面派遣社員をまるで社員扱いし、基本的なことや知識を与えていないのに自分でガツガツ仕事を取ってくるよう期待している見当違いな社員もいます。,2019年11月13日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4880299&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4880299/,121.0,121.0,96.0
483,女性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 非正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2635352/,働き方（勤務時間・休日休暇・制度）,,勤務時間・休日休暇：休日休暇はとても自由に取得させていただけます。派遣社員であっても派遣会社から有給休暇が付与されていれば5日連続取得なども可能で、前後の土日を合わせて10日間程休むこともできます。当たり前のことかもしれませんが、休暇取得理由を聞かれることもありませんので説明する必要がありません。私自身は申請したことがないので聞いた話ですが、当日体調不良の際に出勤時刻前までにきちんと連絡が出来れば有給休暇取得もさせてもらえるようです。,2019年11月19日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4890257&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4890257/,122.0,122.0,97.0
484,女性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 非正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2635352/,働き方（勤務時間・休日休暇・制度）,,勤務時間・休日休暇：【長期休暇の取得】夏休みやクリスマス～年末年始にかけてアメリカ本社や各国の同僚が長期休暇を取ることもあるため、社員は長期休暇を取りやすい文化だと思います。営業も1週間程休みを取り、お互いの営業代理をして休暇のために助け合っているようです。また派遣社員も派遣会社から有給休暇が付与されていれば長期で有給休暇が取得できます。もし有給休暇が付与されていなくても欠勤扱いで長期休暇を取ることが相談できる雰囲気はあります。,2019年11月19日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4890297&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4890297/,123.0,123.0,98.0
485,女性/ SalesStrategyAccosiate/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 契約社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3211143/,福利厚生・オフィス環境,2.8,福利厚生:住宅補助などはないが、月々の健康補助や在宅手当、持株会がある。オフィス環境:新社屋に移転したが使用する機会はほとんどない。前は、きれいなオフィスというのが良かったけど、それを活用する機会が来ることはあるかわからない。,2022年02月21日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6829760&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6829760/,124.0,124.0,99.0
486,男性/ 営業系（営業、MR、営業企画 他）/ 退職済み/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2789426/,事業展望・強み・弱み,4.6,成長性・将来性：CRM、営業支援を中心としたサービスはまだまだニーズは多くあり継続した成長はしていく。またデジタルマーケティング領域においてもB2C領域に力を入れてきているので今までカバレッジできていなかった小売業へもアプローチが加速していく。各営業へのスキルアップを非常に力を入れているので優秀な営業が多く育ってきているのも要因になる。将来に向けては、顧客情報を全方位で集めていくプラットフォームを目指していくことによりより提案の幅が広がってくるのではないかと感じる,2020年03月 8日,2018年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5030517&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5030517/,125.0,125.0,0.0
487,男性/ 営業系（営業、MR、営業企画 他）/ 退職済み/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2789426/,事業展望・強み・弱み,4.6,事業での社会貢献：この会社の良いところは社会貢献を全面に出していることです。1ー1ー1というモデルを自社だけではなく他社へも影響を与えている。入社当初からボランティアをすることが大事であると伝えられて自分の就業時間の1%を使うことが権利となっている。各部署にはボランティア推進担当もおり、積極的に参加できるようにイベントなども実施している。オフサイトなどもよくやるが、通常の研修＋社会貢献を実施し。地域の清掃や恵まれていない子どもへの支援もやっている,2020年03月 8日,2018年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5030519&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5030519/,126.0,126.0,1.0
488,男性/ 営業系（営業、MR、営業企画 他）/ 退職済み/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2789426/,年収・給与,4.6,給与水準：給与は前職を考慮した形だが、ベースだけで前職を超えることはない。基本インセンティブが提供されることが前提のためそれを入れて前職よりも多くの給与となる。インセンティブは上限額がないため達成すれば大きな金額が入ってくる。120%などを超えるとアクセラレートがかかりより増える。これはEnterpriseとSmallでは体型が違う。若手でも数字を出すことができれば良い給与を稼げる企業となりそれがモチベーションにもつながっている,2020年02月27日,2018年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5019787&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5019787/,127.0,127.0,2.0
489,男性/ 営業系（営業、MR、営業企画 他）/ 退職済み/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2789426/,福利厚生・オフィス環境,4.6,オフィス環境：オフィス環境はとても素晴らしい環境です。カフェスペースではコーヒー、飲料などもお店と遜色ないレベルで無料で飲むことが可能。おにぎりやヨーグルトなども提供されている。内装などもグローバルで統一されており居心地が良い環境。お客様様をこちらに呼びたくなる環境です。東京駅前の立地であり通勤や営業へ行くのも非常に便利であり、地方に行くのにも快適。受付なども丁寧対応となっておりお客様をお迎えするという感じとなっております。,2020年02月27日,2018年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5019772&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5019772/,128.0,128.0,3.0
490,,,成長・働きがい,,成長・キャリア開発：【新しい仕事に挑戦できる環境か】超大企業向けの営業担当には、全く新しいフィールドにチャレンジできない。    完全に担当企業を割り振られて、基本的にはそのおもりのような仕事になってしまいます。    営業がフロントで、他部門も責任回避（担当範囲のことしかやらないので、外資系企業としては当然）の風潮が強い。    また営業の常務が3人ほどいるが、いずれも責任感も行動力も全くありません。,2015年08月 1日,2012年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=592740&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/592740/,129.0,129.0,4.0
491,男性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2137158/,事業展望・強み・弱み,5.0,会社の安定性：いわゆるSIや売り切り型のパッケージソフトビジネスではなくサブスクリプション型のビジネスなので、ライセンスを解約されないかぎりずっと契約が積み上がり右肩上がりの成長をする。解約されないように定着支援や既存顧客のフォロー(ユーザ会など含め)についても仕組みがあるので、裏表なく「お客様のため（Customer  Success)」という視点で仕事ができるので気持ちが良い。,2016年04月14日,2016年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=2259938&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/2259938/,130.0,130.0,5.0
492,,,成長・働きがい,,成長・キャリア開発：【成長を感じるとき】自分の成果が数字やボーナスにダイレクトに反映される。上司や人事部長との個人面談も頻繁に行われて、その際に的確に自分の評価をしてもらえる。自分が頑張って来たことをちゃんと上の人が見てくれているので、常に成長したい意欲、そしてそれに対して頻度にフィードバックをもらえるので、実になっていることが実感できる。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1116081&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1116081/,131.0,131.0,6.0
493,男性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2137158/,働き方（勤務時間・休日休暇・制度）,5.0,勤務時間・休日休暇：営業部門は有給消化率は低くなりがち。ただ、結果だけでなくプロセスも全てSalesforceで可視化されているので、「やることをきちんとやっている」人が休むことについて文句を言われることは少ない。また、「やることをきちんとやる」が徹底できていればきちんと営業数字が上がることも可視化されているので、各人に納得感がある。,2016年04月14日,2016年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=2259939&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/2259939/,132.0,132.0,7.0
494,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/116024/,福利厚生・オフィス環境,4.2,福利厚生：外資だからなのか、かなり充実している印象があります。英会話のレッスンに対する補助が出たり、健康増進のためにスポーツジムへ通うための補助が出たりしています。そういうのはかなり助かりますね。ボランティアを推奨していることも特徴の一つで、土日にボランティア活動を行ったら、業務の一環として代休を取ることも可能です。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=109786&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/109786/,133.0,133.0,8.0
495,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/116024/,年収・給与,4.2,給与水準：給与水準はかなり高いほうではないでしょうか。インセンティブも多いし、金銭面での社員のモチベート要因は非常に多いですね。また、表彰がよく行われていて、一定の成績を上げるとiPad  miniなどの商品がもらえたり、年度を通じて好成績を上げた社員は、ハワイへ無料で招待してもらえるなど、給与以外でも待遇はいいです。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=109785&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/109785/,134.0,134.0,9.0
496,,,成長・働きがい,,成長・キャリア開発：【成長できる環境か】仕事は比較的業務量やプロジェクトのボリュームが少なく、時間や能力を費やすこともあまりないので、成長はあまり見込めません。社風や人間関係が他社に比べて良いと思います。うまく距離感を保ちながら、みんなあまり他人のことを気にしないので、ニュートラルな人間関係で働きやすい環境下ではあります。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1282817&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1282817/,135.0,135.0,10.0
497,,,成長・働きがい,,成長・キャリア開発：【身に付く能力・スキル】最新の機器、たとえばPC類やスマートフォンやサーバーなどが容易に手に入るので、常に時代遅れにはならないように知識を身につけることができます。セールスフォースのアプリケーションについても、オンライントレーニングができる環境なので、そこはとても価値が得られる部分だと思います。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1284537&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1284537/,136.0,136.0,11.0
498,男性/ アカウントエグゼクティブ/ 退職済み（2020年）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4022019/,働き方（勤務時間・休日休暇・制度）,4.5,勤務時間・休日休暇:営業は忙しく日々数字に追われます特に中小担当はマイクロマネージメント多様な働き方支援:当時はありませんでしたが、コロナでリモートは当たり前かと思います,2022年02月19日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6818603&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6818603/,137.0,137.0,12.0
499,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2215383/,福利厚生・オフィス環境,3.9,福利厚生:特に何もない。福利厚生を期待してる人もあまりいないと思う。オフィス環境:出社がなくなったがオフィスは綺麗。かつ移転が行われるが新オフィスも相当凄そう。,2021年10月23日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6347661&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6347661/,138.0,138.0,13.0
500,女性/ BDR/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3237502/,年収・給与,4.8,給与制度:一般的な外資系企業の営業の給与制度になっている。基本給プラスインセンティブ。KPIを大幅に達成すればインセンティブもがくんと増える。インサイドセールスでKPIが100％超えている人は数える程度。手当てなどはほぼない。,2021年03月17日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5742723&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5742723/,139.0,139.0,14.0
501,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2215383/,事業展望・強み・弱み,3.9,事業の強み:製品が強いので提案しやすい。事業の弱み:特になし事業展望:今後よりプラットフォーマーとして強くなっていく,2021年10月23日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6347667&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6347667/,140.0,140.0,15.0
502,男性/ アカウントエグゼクティブ/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員/ 営業本部/ 無し,https://en-hyouban.com/company/10025403019/user_kuchikomi/3328490/,年収・給与,4.9,給与制度:自身の売上数字に対するインセンティブが毎月支払われる評価制度:実力主義。昇進・昇格の基準は明確になっている。事業・従業員拡大中であり、昇進・昇格スピードは早い。,2021年05月31日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5872646&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5872646/,141.0,141.0,16.0
503,男性/ 6903/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3264724/,年収・給与,4.9,給与制度:営業はインセンティブが4割程度。達成すれば大きくもらえる。評価制度:営業は受注金額が給与に大きく反映される。ジョブグレードが上がるには多面的な評価がされる。,2021年04月 8日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5780746&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5780746/,142.0,142.0,17.0
504,男性/ 営業系（営業、MR、営業企画 他）/ 退職済み/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2144523/,働き方（勤務時間・休日休暇・制度）,4.1,勤務時間・休日休暇：プライベートは比較的重視されている風潮があります。あくまで成果で評価されているので、成果を上げていればどんどん休暇を取りなさいという雰囲気です。ただし、成果の要求はかなりハードルが高く、オペレーションも細かくみれるため、入社後しばらくはハードワークになる方が多い傾向にあります。,2016年04月25日,2016年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=2266543&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/2266543/,143.0,143.0,18.0
505,,,成長・働きがい,,成長・キャリア開発：【成長できる環境か】未経験でも大きなプロジェクトを信頼して任せてくれるので、成長できる環境だし、未経験の人ほどいろんな経験を積ませてくれる社風だと思う。人間関係も、良い意味でみんな程よい距離感がある。癖のある性格の人も、それを個性だと捉えて分け隔てなく接することができる人が多い。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1111691&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1111691/,144.0,144.0,19.0
506,男性/ 営業系（営業、MR、営業企画 他）/ 退職済み/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2144523/,成長・働きがい,4.1,教育・研修：・セミナー、社内教育が豊富。・オンライントレーニング等いつでも受けられるとレーニングも豊富にある。・社内コンテンツがいつでもどこでも、簡単にみれる仕組みがあり学習意識の高い方は成長が早い。・コンプライアンス等の必須受講内容については、人事主導で整備がしっかりされている。,2016年04月25日,2016年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=2266547&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/2266547/,145.0,145.0,20.0
507,男性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4192812/,働き方（勤務時間・休日休暇・制度）,5.0,勤務時間・休日休暇:9:00-18:00で完結。それ以降働くかは個人の自由。自身としては、結果を出すためにも残業してしまうが、完全在宅勤務のため、合間に子育ての時間を取ることもできる働き方は非常に魅力的だと感じる。,2022年03月29日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6982695&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6982695/,146.0,146.0,21.0
508,男性/ Solution Engineer/ 現職（回答時）/ 新卒入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4145645/,年収・給与,4.9,給与制度:年俸制になっている。年に一回ボーナスが支給される。評価制度:昇格の頻度が高い。実力主義で、成果を出した人は入社年数問わずどんどん上の方に行ける。,2022年03月18日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6939199&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6939199/,147.0,147.0,22.0
509,男性/ 営業系（営業、MR、営業企画 他）/ 退職済み/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2144523/,福利厚生・オフィス環境,4.1,福利厚生：・各種保険、年金、持ち株制度等、トップクラスで充実している。・社内イベント、報奨金等でも相当予算を使っており、社員モチベーション向上には気を遣っている。・社内環境充実、ドリンク、お菓子などは無料で自動販売機を解放。・各オフィスも一等地にあり、ステータスは高い。,2016年04月25日,2016年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=2266558&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/2266558/,148.0,148.0,23.0
510,男性/ Solution Engineer/ 現職（回答時）/ 新卒入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4145645/,企業カルチャー・組織体制,4.9,企業カルチャー・社風:ビジネスは社会に変化をもたらす最良なプラットフォームというスローガンを掲げ、技術的なイノベーションを通して、社会をよりよい場所をしていくという思いを持って集まっている人が多いと思う。,2022年03月18日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6939202&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6939202/,149.0,149.0,24.0
511,男性/ アカウントエグゼクティブ/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ EBU,https://en-hyouban.com/company/10025403019/user_kuchikomi/2898512/,働き方（勤務時間・休日休暇・制度）,4.3,多様な働き方支援:コロナ禍以降、会社への出入りは制限され、基本はリモートワークが前提。営業活動の中で客先への訪問も事前申請して許可が必要なほどでしたので、従業員の健康管理にはよほど配慮されていると感じた。,2021年07月13日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6017490&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6017490/,150.0,150.0,25.0
512,男性/ 法務/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3680233/,働き方（勤務時間・休日休暇・制度）,5.0,勤務時間・休日休暇:とてもよい。ワークライフバランスはある。多様な働き方支援:副業も可能。リモートワーク可能。早帰りも可能。働き方の支援は最高。,2021年11月 3日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6387813&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6387813/,151.0,151.0,26.0
513,,,成長・働きがい,,成長・キャリア開発：【PCや語学などのスキルが身につく環境か】PCスキルについての定義がわかりませんが、クラウドという最先端の環境にはいられるために、そのようなスキルは営業でも付くと思います。    語学力は、HQとのコミュニケーションを直接行う必要がありますので、必然的につきます。,2015年08月 1日,2012年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=585443&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/585443/,152.0,152.0,27.0
514,男性/ アカウントエグゼクティブ/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ EBU,https://en-hyouban.com/company/10025403019/user_kuchikomi/2898512/,福利厚生・オフィス環境,4.3,オフィス環境:自席のほかにカフェ風のオープン席があり、自由に利用することができる。そこに軽食も用意されており、そこで朝食を済ませる方が結構いました。従業員数に対して会議室は多くなかった印象。,2021年07月13日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6017489&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6017489/,153.0,153.0,28.0
515,男性/ アカウントエグゼクティブ/ 退職済み（2020年）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4022019/,福利厚生・オフィス環境,4.5,福利厚生:ジムやマッサージに月に1万円医療保険401Kオフィス環境:フリースペースにお菓子やドリンクバーがあり、よかったです,2022年02月19日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6818602&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6818602/,154.0,154.0,29.0
